name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"10.7852,79.8409",2025-03-07,88,74.1,81.7,100.4,74.1,86.5,74.8,80.5,0,0,0,,0,0,15,9.2,105.5,1009.8,34.9,11.2,286.3,24.8,10,10,2025-03-07T06:22:17,2025-03-07T18:21:13,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-08,88.9,74.9,81.3,96.9,74.9,84.3,72.4,75,0,0,0,,0,0,15.7,9.4,118.9,1009.1,26.1,11.2,293,25.3,10,10,2025-03-08T06:21:44,2025-03-08T18:21:17,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-09,87.9,75.5,81,93.7,75.5,83.4,69.9,69.7,0,0,0,,0,0,18.1,10.3,95.1,1009.9,13.7,11.3,298.6,25.9,10,10,2025-03-09T06:21:12,2025-03-09T18:21:19,0.32,Clear,Clear conditions throughout the day.,clear-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-10,88.1,76.7,82.7,97.4,76.7,87.7,72.5,71.5,0.004,100,4.17,rain,0,0,27.5,17,41,1011.4,64.3,11.3,235,20.4,8,10,2025-03-10T06:20:38,2025-03-10T18:21:22,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-11,82.1,76.4,79.4,92.9,76.4,81.8,76.9,92.2,3.031,100,20.83,rain,0,0,27.1,16.1,58.4,1011.3,98.1,6.8,78.8,6.9,3,30,2025-03-11T06:20:05,2025-03-11T18:21:24,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-12,82.3,75.5,78.9,90.2,75.5,80.7,76,91.2,1.003,100,16.67,rain,0,0,18.8,10.3,53.4,1010.9,86.6,9.9,144.1,12.4,5,30,2025-03-12T06:19:31,2025-03-12T18:21:26,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-13,87.1,73.7,81.2,100.9,73.7,86.1,75.6,83.8,0,0,0,,0,0,14.5,8.1,74.7,1010.4,28.6,11.3,282,24.4,10,10,2025-03-13T06:18:56,2025-03-13T18:21:28,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-14,88.9,77.1,82.5,109.2,77.1,89.1,75.5,79.7,0,0,0,,0,0,15.2,9.2,116.2,1010.5,27.4,11.5,264.7,22.9,9,10,2025-03-14T06:18:22,2025-03-14T18:21:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-15,89.6,77.3,83.1,102.4,77.3,89.5,74.7,76.3,0,0,0,,0,0,15.7,8.9,114.3,1011,17.7,11.6,289.8,24.9,10,10,2025-03-15T06:17:47,2025-03-15T18:21:31,0.53,Clear,Clear conditions throughout the day.,clear-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-16,89.3,78.9,83.5,105.2,78.9,92.6,77,80.9,0.036,100,29.17,rain,0,0,15.7,8.1,98,1011.2,25.5,11,266.8,23.1,9,30,2025-03-16T06:17:12,2025-03-16T18:21:32,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-17,90.7,78.9,84.4,108.7,78.9,95.2,78.1,81.6,0.004,100,4.17,rain,0,0,15.9,11.4,117.4,1010.5,32.4,11.2,277.3,24.1,10,60,2025-03-17T06:16:37,2025-03-17T18:21:32,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-18,90.2,81.2,84.5,106.2,88.7,94.8,77.3,79.3,0,0,0,,0,0,16.3,9.2,122.1,1010.6,46.7,11.5,268.5,23.1,9,30,2025-03-18T06:16:01,2025-03-18T18:21:33,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-19,91.4,81.6,84.6,109.7,88.4,95.5,77.6,79.6,0.032,100,20.83,rain,0,0,19,11.2,124.8,1012.5,33.8,11.5,262.3,22.6,9,30,2025-03-19T06:15:26,2025-03-19T18:21:34,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-20,90.2,81.2,84.6,102.8,87.2,93.6,75.9,75.4,0,0,0,rain,0,0,15.7,8.5,93.6,1013.6,27.6,11.5,284.9,24.7,10,30,2025-03-20T06:14:50,2025-03-20T18:21:34,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-21,90.2,82.5,85,104.3,90.4,95.5,77.1,77.4,0.016,100,12.5,rain,0,0,19.2,11,88.8,1013.4,21.6,11.5,254.8,22.1,8,30,2025-03-21T06:14:14,2025-03-21T18:21:34,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-22,91.1,82.3,84.8,109.4,90.3,95.8,77.6,79.3,0.012,100,12.5,rain,0,0,22.8,11.9,100.2,1012.6,30.4,11.5,262.3,22.9,9,60,2025-03-22T06:13:38,2025-03-22T18:21:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote"
"10.7852,79.8409",2025-03-23,90.7,81.8,84.5,106.5,89.2,94.9,77.4,79.4,0.036,100,20.83,rain,0,0,18.3,9.6,103.4,1012.5,34.7,11,238.5,20.5,8,30,2025-03-23T06:13:02,2025-03-23T18:21:34,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-24,89.9,81.2,84.3,105,88.2,94.2,77.2,79.7,0.008,100,8.33,rain,0,0,20.4,11.9,71.6,1011.9,32.3,11.5,260.1,22.5,9,30,2025-03-24T06:12:26,2025-03-24T18:21:34,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-25,89.3,78.9,83.2,100.5,78.9,89.4,74.6,75.6,0,0,0,,0,0,17.7,10.5,61.3,1009.5,16,11.5,289.4,24.8,10,10,2025-03-25T06:11:50,2025-03-25T18:21:34,0.86,Clear,Clear conditions throughout the day.,clear-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-26,90.2,77.1,82.8,101,77.1,88,74.1,75.6,0,0,0,,0,0,15.9,7.8,111,1008.5,52.4,11.5,286.5,24.6,10,10,2025-03-26T06:11:13,2025-03-26T18:21:34,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-27,91.4,76.4,83.8,109.6,76.4,91.3,75.5,76.8,0,0,0,,0,0,16.1,9.8,157.6,1008,73.4,11.4,275.6,23.7,9,10,2025-03-27T06:10:37,2025-03-27T18:21:34,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-28,92.9,76.4,84.4,127.9,76.4,94.5,77.3,80,0,0,0,,0,0,17.7,10.5,179.6,1007.2,77.1,11.5,287.2,24.9,10,10,2025-03-28T06:10:01,2025-03-28T18:21:34,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-29,91.6,77.7,84,110.1,77.7,92,76.4,78.9,0,0,0,,0,0,16.1,9.6,147.6,1007.2,28.1,11.4,310.7,26.8,10,10,2025-03-29T06:09:25,2025-03-29T18:21:34,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-30,90.7,73.7,83,101,73.7,88,72.8,72.2,0,0,0,,0,0,16.3,8.7,129.7,1008.6,9.1,11.2,315.9,27.2,10,10,2025-03-30T06:08:49,2025-03-30T18:21:34,0.03,Clear,Clear conditions throughout the day.,clear-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-03-31,90.2,79.4,83.4,100.8,79.4,89.5,73.8,73.3,0,0,0,,0,0,17.4,9.8,112.2,1008.9,22.8,11.5,301.1,25.8,10,10,2025-03-31T06:08:14,2025-03-31T18:21:34,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-01,91.1,80.3,83.9,117.3,85.2,91.9,74.8,74.5,0.016,100,8.33,rain,0,0,18.1,12.5,117.9,1008.6,24.6,11.3,268.1,23.1,10,10,2025-04-01T06:07:38,2025-04-01T18:21:34,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-02,91.1,80.3,84.4,109.3,85.8,94.4,76.7,77.8,0.071,100,25,rain,0,0,17.7,10.7,123.3,1009,68.5,11.4,242.8,21,9,30,2025-04-02T06:07:02,2025-04-02T18:21:34,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-03,86.6,77.7,81.3,100.8,77.7,87,76.8,86.6,0.049,100,12.5,rain,0,0,14.8,9.8,112.4,1011,92.7,10.3,128.2,11,5,30,2025-04-03T06:06:27,2025-04-03T18:21:34,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-04,89.8,75.9,83.4,106.2,75.9,92,76.8,80.9,0.016,100,16.67,rain,0,0,16.3,9.6,56.2,1010.9,51.6,11.5,261.2,22.6,9,30,2025-04-04T06:05:52,2025-04-04T18:21:35,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-05,91.1,78.2,84.2,105.1,78.2,91.7,75.1,74.7,0,0,0,,0,0,16.6,8.7,126.9,1009.9,37.4,11.5,282.7,24.5,10,30,2025-04-05T06:05:17,2025-04-05T18:21:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-06,91.5,78.6,85.4,110,78.6,96,77.3,77.3,0.083,100,8.33,rain,0,0,15.2,7.4,156.1,1008.5,28.9,11.5,266.9,23,9,30,2025-04-06T06:04:42,2025-04-06T18:21:36,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-07,91.1,80,85.1,111.4,80,96.3,77.8,79.2,0.004,100,4.17,rain,0,0,16.1,9.4,98.9,1008.7,54.3,11.5,266.1,22.9,10,30,2025-04-07T06:04:08,2025-04-07T18:21:37,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-08,91.5,80,85.3,113.3,80,96.9,78.1,79.4,0.02,100,16.67,rain,0,0,18.1,10.5,47.3,1009.5,27.7,11.5,280.8,24.4,10,60,2025-04-08T06:03:34,2025-04-08T18:21:38,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-09,91.1,79.4,84.7,109.5,79.4,94.8,77.5,79.6,0.016,100,16.67,rain,0,0,11.9,8.9,54.7,1009,47.7,11.5,263.1,22.7,8,60,2025-04-09T06:03:00,2025-04-09T18:21:39,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-10,98.8,80.4,86.9,109.7,86.9,98.6,77.4,74.7,0.008,100,4.17,rain,0,0,25.3,14.5,202,1006.7,71.9,11.4,259.5,22.5,9,75,2025-04-10T06:02:26,2025-04-10T18:21:40,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-11,96.9,75.3,87.1,110.2,75.3,98.5,76.8,72.4,0.031,100,4.17,rain,0,0,24.4,15.2,208.9,1006.3,50.8,10.8,280.4,24.1,9,60,2025-04-11T06:01:53,2025-04-11T18:21:42,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-12,98.7,75.3,86,115,75.3,97.1,77.4,76.6,0.078,100,12.5,rain,0,0,24.8,15.4,215.5,1007.1,46.4,11.5,285.6,24.7,10,60,2025-04-12T06:01:20,2025-04-12T18:21:44,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-13,95.3,81.8,87.4,117.3,90.8,101,78.5,75.9,0,0,0,,0,0,18.8,11.6,185.9,1007.7,28.7,11.2,291.7,25.3,10,60,2025-04-13T06:00:48,2025-04-13T18:21:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-14,93.8,82.1,86.5,114.6,92.9,100,78.8,78.5,0,0,0,,0,0,17,10.3,136.1,1008,19.8,11.5,294.4,25.5,10,75,2025-04-14T06:00:16,2025-04-14T18:21:48,0.54,Clear,Clear conditions throughout the day.,clear-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-15,92.9,82.1,85.8,111.2,91.1,97.8,78,77.7,0,0,0,,0,0,17.4,10.3,127.4,1008.5,36.8,11.5,264.7,22.8,9,60,2025-04-15T05:59:44,2025-04-15T18:21:50,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-16,92,82.8,85.8,110.5,91.8,97.9,78,77.9,0,0,0,,0,0,17.9,10.7,134.1,1008.8,22.3,11.5,279.5,24.3,9,30,2025-04-16T05:59:13,2025-04-16T18:21:53,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-17,92,80.7,85.8,108.8,88.6,98.1,78.3,78.8,0.028,100,16.67,rain,0,0,19.7,11.2,158.3,1008,33.2,11.5,271.3,23.5,9,60,2025-04-17T05:58:42,2025-04-17T18:21:56,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-18,95.2,83.6,87.4,112.4,94.9,101.8,79,76.6,0.004,100,4.17,rain,0,0,22.6,15,177.3,1007.3,32.6,11.5,277.8,24,9,60,2025-04-18T05:58:12,2025-04-18T18:22:00,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-19,94.7,83.9,87.7,119.6,96.2,103.2,79.6,77.3,0,0,0,,0,0,21.9,14.1,186.4,1006.6,29.4,11.5,274.9,23.8,9,100,2025-04-19T05:57:42,2025-04-19T18:22:03,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-20,95.1,82.7,87.7,120.5,95.1,104.3,80.3,79,0,0,0,rain,0,0,22.8,15.2,182.5,1006.9,29.1,11.5,280.1,24.1,9,75,2025-04-20T05:57:13,2025-04-20T18:22:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-21,92.9,82.5,87.1,121,94.1,102.7,79.8,79.5,0,0,0,rain,0,0,18.8,12.8,162.7,1008.6,18.9,11.4,289.4,25,9,75,2025-04-21T05:56:44,2025-04-21T18:22:12,0.75,Clear,Clear conditions throughout the day.,clear-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-22,92,83.9,86.6,109.2,95.3,99.9,78.6,77.4,0.012,100,12.5,rain,0,0,17,9.6,150,1009.9,22.1,11.5,284.7,24.4,9,60,2025-04-22T05:56:16,2025-04-22T18:22:16,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-23,92.9,81.3,87,112.1,89.3,100.4,78.4,76,0,0,0,rain,0,0,19.9,12.8,171.4,1008.5,28.3,11.5,274.6,23.7,9,60,2025-04-23T05:55:48,2025-04-23T18:22:21,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-24,93.5,82.7,88,115,93.8,103.2,79.3,75.9,0.004,100,4.17,rain,0,0,22.6,15,174.6,1007.2,17.9,11.5,280.3,24.4,10,75,2025-04-24T05:55:21,2025-04-24T18:22:27,0.88,Rain,Clear conditions throughout the day with afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-25,93.8,83.6,87.4,117.5,96.6,103.8,80.3,79.9,0.048,100,33.33,rain,0,0,21.9,14.3,169.9,1007.2,23.8,11.5,260.8,22.7,9,75,2025-04-25T05:54:55,2025-04-25T18:22:32,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-26,93.3,83,86.9,115.9,94,102,79.7,79.8,0.016,100,16.67,rain,0,0,21,14.3,170.4,1007.6,32.4,11.5,269.9,23.4,9,60,2025-04-26T05:54:29,2025-04-26T18:22:38,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-27,89,81.4,85.4,105.1,90.1,97.9,78.6,80.4,0,0,0,rain,0,0,19.7,11.2,164.1,1008.5,54.3,11.5,265.4,22.8,9,60,2025-04-27T05:54:04,2025-04-27T18:22:45,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-28,89.6,80.9,85.2,105.3,88,97,78.2,79.9,0.002,100,4.17,rain,0,0,17,9.2,162.6,1007.6,74.2,11.5,234.4,20,8,60,2025-04-28T05:53:39,2025-04-28T18:22:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-29,92.9,80.7,85.7,108.1,88.6,97.7,78.2,79,0.001,100,4.17,rain,0,0,18.8,12.8,169.6,1007,71.3,11.5,250.8,21.6,9,60,2025-04-29T05:53:15,2025-04-29T18:22:58,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-04-30,95,81.8,86.9,111,91.9,100.6,78.9,77.8,0.004,100,4.17,rain,0,0,26.8,15.9,187.4,1007.2,67.6,11.5,280.8,24.3,9,60,2025-04-30T05:52:52,2025-04-30T18:23:06,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-05-01,96.5,81.8,87.4,115.4,91.3,101.8,79.1,77.2,0,0,0,,0,0,23,15.2,196,1008,87.2,11.5,261.2,22.5,9,75,2025-05-01T05:52:30,2025-05-01T18:23:14,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-05-02,98.7,81.2,88.4,118,89.7,99.6,76.4,70.2,0,0,0,,0,0,19,15.4,181.5,1007.9,76.5,11.5,294.6,25.7,10,75,2025-05-02T05:52:08,2025-05-02T18:23:22,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-05-03,101,81.2,89.3,126,90.2,100.9,76.1,67.9,0.036,100,12.5,rain,0,0,19,16.1,188.2,1007.3,60.4,11.5,297.6,25.8,10,75,2025-05-03T05:51:47,2025-05-03T18:23:31,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-05-04,100.7,75.5,89,130.9,75.5,101.2,76.1,68.8,0.02,100,12.5,rain,0,0,19.7,16.1,158.3,1006.4,32.2,11.2,308.2,26.7,10,75,2025-05-04T05:51:26,2025-05-04T18:23:40,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"43347099999,43346099999,43348099999,43207099999,remote,43330099999"
"10.7852,79.8409",2025-05-05,97.4,76.6,85.9,101.5,76.6,89.8,70,61.2,0.099,100,16.67,rain,0,0,19.9,12.3,159,1007,89.1,14.5,214,18.5,9,60,2025-05-05T05:51:07,2025-05-05T18:23:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
"10.7852,79.8409",2025-05-06,100.5,81.8,89.1,108.8,89.2,98.3,74.6,64.7,0.02,100,12.5,rain,0,0,18.8,15.7,162,1007.1,93.2,15,299,25.8,10,75,2025-05-06T05:50:48,2025-05-06T18:23:59,0.28,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,remote
"10.7852,79.8409",2025-05-07,98,83,88.7,105.4,91.8,96.9,73.6,63,0.09,100,25,rain,0,0,19.5,14.5,158.7,1006.6,88.5,14.4,285.6,24.7,9,75,2025-05-07T05:50:29,2025-05-07T18:24:09,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"10.7852,79.8409",2025-05-08,99.4,81.8,87.5,106.5,88.2,94,72.3,62.5,0.139,100,25,rain,0,0,21.3,15.9,178.2,1006.5,75.8,14.8,230,19.9,10,60,2025-05-08T05:50:12,2025-05-08T18:24:19,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,remote
"10.7852,79.8409",2025-05-09,98.3,81.1,87.6,104.1,85.2,93.9,71.8,61.3,0.098,71,12.5,rain,0,0,15.4,15.7,170,1007.2,94.8,15,279.5,24.1,10,75,2025-05-09T05:49:55,2025-05-09T18:24:30,0.38,"Rain, Overcast",Cloudy skies throughout the day with strong storms possible.,rain,
"10.7852,79.8409",2025-05-10,100.3,82.5,89,106.3,89.6,96.7,73.1,61.8,0.032,77.4,20.83,rain,0,0,20.4,17,195.5,1006.8,66.6,15,253.2,22,10,75,2025-05-10T05:49:39,2025-05-10T18:24:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with strong storms possible.,rain,
"10.7852,79.8409",2025-05-11,102.6,82.3,89,107.6,88.3,95.3,71.3,58.5,0,38.7,0,,0,0,25.1,18.8,202.9,1005.6,55.2,15,270.4,23.3,10,60,2025-05-11T05:49:24,2025-05-11T18:24:53,0.45,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
